Season,Team,Pitcher,ThrowHand,BatSide,page_id,birthplace,birthdate,height_cm,weight_kg,pro_debut_year,draft_info,elementary_school,middle_school,high_school,university,school,position
2026,두산,최원준,우,우,1890246,대한민국 서울특별시,1994-12-21,182.0,91.0,2017.0,2017년 1차 지명(두산 베어스),서울수유초등학교,서울 신일중학교,신일고등학교,동국대학교,서울수유초등학교-서울 신일중학교-신일고등학교-동국대학교,투수
2026,NC,구창모,좌,좌,1222245,대한민국 경기도 부천시,1997-02-17,182.0,85.0,2015.0,2015년 2차 1라운드(NC 다이노스),서울충무초등학교,울산제일중학교,울산공업고등학교,,서울충무초등학교-울산제일중학교-울산공업고등학교,투수
2026,NC,배재환,우,우,1034055,대한민국 서울특별시,1995-02-24,186.0,95.0,2014.0,2014년 2차 1라운드(NC 다이노스),가동초등학교,잠신중학교,서울고등학교,,가동초등학교-잠신중학교-서울고등학교,투수
2026,NC,임지민,우,우,3637847,대한민국 경기도 가평군,2003-10-11,185.0,82.0,2022.0,2022년 2차 5라운드(NC 다이노스),목동초등학교,춘천중학교,강원고등학교,,목동초등학교-춘천중학교-강원고등학교,투수
2026,NC,김진호,우,우,1798822,대한민국 경기도 의왕시,1998-06-07,183.0,90.0,2017.0,2017년 2차 2라운드(NC 다이노스),의왕부곡초등학교,경기 성일중학교,광주동성고등학교,,의왕부곡초등학교-경기 성일중학교-광주동성고등학교,투수
2026,NC,김영규,좌,좌,2485776,대한민국 전라남도 담양군,2000-02-10,188.0,86.0,2018.0,2018년 2차 8라운드(NC 다이노스),광주서석초등학교,무등중학교,광주제일고등학교,,광주서석초등학교-무등중학교-광주제일고등학교,투수
2026,NC,이준혁,우,우,3988974,대한민국 경기도 수원시,2003-06-30,184.0,87.0,2022.0,2022년 2차 1라운드(NC 다이노스),포곡초등학교,성일중학교,율곡고등학교,,포곡초등학교-성일중학교-율곡고등학교,투수
2026,키움,알칸타라,우,우,2301546,도미니카 공화국 바라오나,1992-12-04,193.0,100.0,2009.0,아마추어 FA (보스턴 레드삭스),,,,,,투수
2026,키움,김성진,우,좌,2966835,대한민국 대구광역시,1997-11-14,183.0,77.0,2021.0,2021년 2차 3라운드(키움 히어로즈),대구율하초등학교,포항제철중학교,부산정보고등학교,계명대학교,대구율하초등학교-포항제철중학교-부산정보고등학교-계명대학교,투수
2026,키움,김재웅,좌,좌,2697426,대한민국 경기도 남양주시,1998-10-22,174.0,86.0,2017.0,2017년 2차 6라운드(넥센 히어로즈),금교초등학교,자양중학교,덕수고등학교,,금교초등학교-자양중학교-덕수고등학교,투수
2026,키움,배동현,우,좌,2963428,대한민국 경기도 남양주시,1998-03-16,182.0,82.0,2021.0,2021년 2차 5라운드(한화 이글스),판곡초등학교,언북중학교,경기고등학교,한일장신대학교,판곡초등학교-언북중학교-경기고등학교-한일장신대학교,투수
2026,키움,박정훈,좌,좌,4011457,대한민국 경기도 안산시,2006-03-23,192.0,103.0,2025.0,2025년 3라운드(키움 히어로즈),삼일초등학교,매향중학교,비봉고등학교,,삼일초등학교-매향중학교-비봉고등학교,투수
2026,키움,박윤성,우,우,3971571,대한민국 부산광역시,2004-02-08,183.0,96.0,2024.0,2023년 3라운드(키움 히어로즈),수영초등학교,개성중학교,경남고등학교,,수영초등학교-개성중학교-경남고등학교,투수
2026,키움,유토,우,좌,10000005,,1999-11-04,185.0,,,,,,,,,투수
2026,한화,에르난데스,우,우,10000006,,1999-04-13,190.0,,,,,,,,,투수
2026,한화,조동욱,좌,좌,3814441,대한민국 경기도 시흥시,2004-11-02,194.0,91.0,2024.0,2024년 2라운드(한화 이글스),소래초등학교,영남중학교,장충고등학교,,소래초등학교-영남중학교-장충고등학교,투수
2026,한화,박준영,우,우,3225253,대한민국 충청북도 증평군,2003-03-02,190.0,103.0,2022.0,2022년 2차 1라운드(한화 이글스),충북 우암초등학교,세광중학교,세광고등학교,,충북 우암초등학교-세광중학교-세광고등학교,투수
2026,한화,윤산흠,우,좌,3069686,대한민국 전라남도 담양군,1999-05-15,178.0,74.0,2018.0,지명없음(육성선수 입단),,,,,,투수
2026,한화,정우주,우,우,3976071,대한민국 경기도 남양주시,2006-11-07,185.0,88.0,2025.0,2025년 1라운드(한화 이글스),남양주백봉초등학교,건국대학교 사범대학 부속중학교,전주고등학교,,남양주백봉초등학교-건국대학교 사범대학 부속중학교-전주고등학교,투수
2026,한화,김도빈,우,우,3891266,대한민국 인천광역시,2001-01-05,190.0,91.0,2024.0,육성선수 입단(한화 이글스),인천서화초등학교,신흥중학교,성지고등학교,강릉영동대학교,인천서화초등학교-신흥중학교-성지고등학교-강릉영동대학교,투수
2026,한화,김서현,우,우,3618453,대한민국 충청남도 천안시,2004-05-31,188.0,86.0,2023.0,2023년 1라운드(한화 이글스),서울효제초등학교,자양중학교,서울고등학교,,서울효제초등학교-자양중학교-서울고등학교,투수
2026,한화,강재민,우,우,2723883,대한민국 경상남도 창원시,1997-04-03,180.0,89.0,2020.0,2020년 2차 4라운드(한화 이글스),경남 양덕초등학교,마산중학교,마산용마고등학교,단국대학교,경남 양덕초등학교-마산중학교-마산용마고등학교-단국대학교,투수
2026,한화,원종혁,우,우,9000037,,2005-08-27,,,,,,,,,,투수
2026,KT,소형준,우,우,2699592,대한민국 경기도 의정부시,2001-09-16,189.0,92.0,2020.0,2020년 1차 지명(kt 위즈),경기 호암초등학교,경기 인창중학교,유신고등학교,,경기 호암초등학교-경기 인창중학교-유신고등학교,투수
2026,KT,손동현,우,우,2484614,대한민국 서울특별시,2001-01-23,183.0,88.0,2019.0,2019년 2차 3라운드(kt 위즈),서울염창초등학교,덕수중학교,서울 성남고등학교,,서울염창초등학교-덕수중학교-서울 성남고등학교,투수
2026,KT,김민수,우,우,1501530,대한민국 충청북도 청주시,1992-07-24,188.0,80.0,2015.0,2015년 특별 우선 지명(kt 위즈),서울 청원초등학교,청원중학교,서울 청원고등학교,성균관대학교,서울 청원초등학교-청원중학교-서울 청원고등학교-성균관대학교,투수
2026,LG,임찬규,우,우,555207,대한민국 서울특별시,1992-11-20,185.0,80.0,2011.0,2011년 1라운드(LG 트윈스),서울가동초등학교,청원중학교,휘문고등학교,,서울가동초등학교-청원중학교-휘문고등학교,투수
2026,LG,김진성,우,우,687603,대한민국 경기도 성남시,1985-03-07,186.0,92.0,2005.0,2004년 2차 6라운드(SK 와이번스),서울인헌초등학교,성남중학교,성남서고등학교,,서울인헌초등학교-성남중학교-성남서고등학교,투수
2026,LG,장현식,우,우,925563,대한민국 경기도 부천시,1995-02-24,181.0,101.0,2013.0,2013년 1라운드(NC 다이노스),경기 신도초등학교,이수중학교,서울고등학교,,경기 신도초등학교-이수중학교-서울고등학교,투수
2026,LG,유영찬,우,좌,3611491,대한민국 경기도 안산시,1997-03-07,185.0,90.0,2020.0,2020년 2차 5라운드(LG 트윈스),경기 덕성초등학교,배명중학교,배명고등학교,건국대학교,경기 덕성초등학교-배명중학교-배명고등학교-건국대학교,투수
2026,KIA,이의리,좌,좌,2851449,대한민국 광주광역시,2002-06-16,185.0,90.0,2021.0,2021년 1차 지명(KIA 타이거즈),광주수창초등학교,광주충장중학교,광주제일고등학교,,광주수창초등학교-광주충장중학교-광주제일고등학교,투수
2026,KIA,황동하,우,우,3639918,대한민국 전라북도 전주시,2002-07-30,183.0,96.0,2022.0,2022년 2차 7라운드(KIA 타이거즈),전주진북초등학교,전라중학교,인상고등학교,,전주진북초등학교-전라중학교-인상고등학교,투수
2026,KIA,홍민규,우,우,3988778,대한민국 서울특별시 용산구,2006-09-11,184.0,87.0,2025.0,2025년 3라운드(두산 베어스),서울논현초등학교,대원중학교,야탑고등학교,,서울논현초등학교-대원중학교-야탑고등학교,투수
2026,KIA,김시훈,우,우,3158359,대한민국 경상남도 창원시,1999-02-24,188.0,95.0,2018.0,2018년 1차 지명(NC 다이노스),경남 양덕초등학교,마산동중학교,마산고등학교,,경남 양덕초등학교-마산동중학교-마산고등학교,투수
2026,KIA,최지민,좌,좌,3196605,대한민국 강원도 강릉시,2003-09-10,185.0,100.0,2022.0,2022년 2차 1라운드(KIA 타이거즈),율곡초등학교,경포중학교,강릉고등학교,,율곡초등학교-경포중학교-강릉고등학교,투수
2026,KIA,김기훈,좌,좌,2459864,대한민국 광주광역시,2000-01-03,184.0,93.0,2019.0,2019년 1차 지명(KIA 타이거즈),광주수창초등학교,무등중학교,광주동성고등학교,,광주수창초등학교-무등중학교-광주동성고등학교,투수
2026,SSG,김건우,좌,좌,2851319,대한민국 인천광역시,2002-07-12,185.0,88.0,2021.0,2021년 1차 지명(SK 와이번스),인천가현초등학교,인천 동산중학교,제물포고등학교,,인천가현초등학교-인천 동산중학교-제물포고등학교,투수
2026,SSG,김택형,좌,좌,1240604,대한민국 인천광역시,1996-10-10,185.0,100.0,2015.0,2015년 2차 2라운드(넥센 히어로즈),인천창영초등학교,재능중학교,동산고등학교,,인천창영초등학교-재능중학교-동산고등학교,투수
2026,SSG,노경은,우,우,316925,대한민국 전라남도 함평군,1984-03-11,187.0,100.0,2003.0,2003년 1차 지명 (두산 베어스),서울화곡초등학교,서울 성남중학교,서울 성남고등학교,,서울화곡초등학교-서울 성남중학교-서울 성남고등학교,투수
2026,SSG,조병현,우,우,3057021,대한민국 충청남도 아산시,2002-05-08,182.0,90.0,2021.0,2021년 2차 3라운드(SK 와이번스),온양온천초등학교,온양중학교,세광고등학교,,온양온천초등학교-온양중학교-세광고등학교,투수
2026,롯데,비슬리,우,우,10000017,,1995-11-20,188.0,,,,,,,,,투수
2026,삼성,최원태,우,우,1499307,대한민국 서울특별시,1997-01-07,184.0,104.0,2015.0,2015년 1차 지명(넥센 히어로즈),서울인헌초등학교,서울 경원중학교,서울고등학교,,서울인헌초등학교-서울 경원중학교-서울고등학교,투수
2026,삼성,미야지,우,우,10000018,,1999-08-02,186.0,,,,,,,,,투수
2026,삼성,배찬승,좌,좌,3976074,대한민국 경기도,2006-01-01,180.0,85.0,2025.0,2025년 1라운드(삼성 라이온즈),옥산초등학교,협성경복중학교,대구고등학교,,옥산초등학교-협성경복중학교-대구고등학교,투수
2026,삼성,이승민,좌,좌,2724622,대한민국 대구광역시,2000-08-26,172.0,79.0,2020.0,2020년 2차 4라운드(삼성 라이온즈),대구본리초등학교,경상중학교,대구고등학교,,대구본리초등학교-경상중학교-대구고등학교,투수
2026,삼성,이승현,우,우,719985,대한민국 전라남도 화순군,1991-11-20,181.0,92.0,2010.0,2010년 2라운드(LG 트윈스),화순초등학교,광주진흥중학교,화순고등학교,,화순초등학교-광주진흥중학교-화순고등학교,투수
2026,두산,곽빈,우,우,1791887,대한민국 서울특별시,1999-05-28,187.0,95.0,2018.0,2018년 1차 지명(두산 베어스),서울학동초등학교,자양중학교,배명고등학교,,서울학동초등학교-자양중학교-배명고등학교,투수
2026,두산,최지강,우,좌,3272934,대한민국 광주광역시,2001-07-23,180.0,88.0,2022.0,지명없음(육성선수 입단),광주서석초등학교,광주동성중학교,광주동성고등학교,강릉영동대학교,광주서석초등학교-광주동성중학교-광주동성고등학교-강릉영동대학교,투수
2026,두산,타무라,우,좌,10000019,,1994-09-19,173.0,,,,,,,,,투수
2026,두산,이용찬,우,우,314554,대한민국 서울특별시,1989-01-02,185.0,85.0,2007.0,2007년 1차 지명(두산 베어스),서울신원초등학교,양천중학교,장충고등학교,,서울신원초등학교-양천중학교-장충고등학교,투수
2026,두산,김택연,우,우,3780705,대한민국 인천광역시,2005-06-03,182.0,88.0,2024.0,2024년 1라운드(두산 베어스),인천동막초등학교,상인천중학교,인천고등학교,,인천동막초등학교-상인천중학교-인천고등학교,투수
2026,NC,테일러,우,우,10000020,,1995-07-25,198.0,,,,,,,,,투수
2026,NC,손주환,우,우,4070455,부산광역시,2002-01-05,177.0,85.0,2024.0,2024년 6라운드(NC 다이노스),영천초등학교,신정중학교,물금고등학교,동아대학교,영천초등학교-신정중학교-물금고등학교-동아대학교,투수
2026,NC,임정호,좌,좌,958813,대한민국 서울특별시,1990-04-16,188.0,90.0,2013.0,2013년 3라운드(NC 다이노스),서울 성동초등학교,잠신중학교,신일고등학교,성균관대학교,서울 성동초등학교-잠신중학교-신일고등학교-성균관대학교,투수
2026,NC,류진욱,우,우,1222322,대한민국 부산광역시,1996-10-10,189.0,88.0,2015.0,2015년 2차 2라운드(NC 다이노스),양정초등학교,개성중학교,부산고등학교,,양정초등학교-개성중학교-부산고등학교,투수
2026,키움,하영민,우,우,1004269,대한민국 광주광역시,1995-05-07,180.0,74.0,2014.0,2014년 2차 1라운드(넥센 히어로즈),광주수창초등학교,광주진흥중학교,광주진흥고등학교,,광주수창초등학교-광주진흥중학교-광주진흥고등학교,투수
2026,키움,박진형,우,우,1614085,대한민국 강원특별자치도 속초시,1994-06-10,181.0,77.0,2013.0,2013년 2라운드(롯데 자이언츠),영랑초등학교,경포중학교,강릉고등학교,,영랑초등학교-경포중학교-강릉고등학교,투수
2026,키움,오석주,우,우,2507796,대한민국 부산광역시,1998-04-14,181.0,74.0,2017.0,2017년 2차 6라운드(LG 트윈스),양정초등학교,부산 대천중학교,제주고등학교,,양정초등학교-부산 대천중학교-제주고등학교,투수
2026,키움,윤석원,좌,좌,3663047,대한민국 부산광역시,2003-07-04,184.0,81.0,2022.0,2022년 2차 4라운드(키움 히어로즈),대연초등학교,부산개성중학교,부산고등학교,,대연초등학교-부산개성중학교-부산고등학교,투수
2026,키움,전준표,우,우,3780707,대한민국 서울특별시 서초구,2005-05-07,186.0,96.0,2024.0,2024년 1라운드(키움 히어로즈),서울잠일초등학교,잠신중학교,서울고등학교,,서울잠일초등학교-잠신중학교-서울고등학교,투수
2026,한화,왕옌청,좌,좌,10000021,,2001-02-14,180.0,,,,,,,,,투수
2026,KIA,올러,우,우,3933076,미국,1994-10-17,193.0,102.0,2016.0,20라운드 615순위 (피츠버그 파이리츠),,,,,,투수
2026,LG,톨허스트,우,우,4066309,캘리포니아주 샌티,1999-09-13,193.0,86.0,2019.0,23라운드 687순위 (토론토 블루제이스),,,,,,투수
2026,LG,이우찬,좌,좌,1919174,대한민국 충청남도 아산시,1992-08-04,185.0,97.0,2011.0,2011년 2차 2라운드(LG 트윈스),온양온천초등학교,온양중학교,북일고등학교,,온양온천초등학교-온양중학교-북일고등학교,투수
2026,키움,와일스,우,우,10000024,,1998-07-02,193.0,,,,,,,,,투수
2026,SSG,베니지아노,좌,좌,10000025,,1997-09-01,198.0,,,,,,,,,투수
2026,SSG,이기순,좌,좌,3654508,대한민국 인천광역시,2003-05-14,174.0,74.0,2022.0,2022년 2차 5라운드(SSG 랜더스),인천서흥초등학교,신흥중학교,동산고등학교,,인천서흥초등학교-신흥중학교-동산고등학교,투수
2026,SSG,백승건,좌,좌,2514823,대한민국 인천광역시,2000-10-29,183.0,85.0,2019.0,2019년 1차 지명(SK 와이번스),인천동막초등학교,상인천중학교,인천고등학교,,인천동막초등학교-상인천중학교-인천고등학교,투수
2026,두산,잭로그,좌,좌,3935293,미국,1996-04-23,183.0,84.0,2017.0,9라운드 279순위 (토론토 블루제이스),,,,,,투수
2026,삼성,오러클린,,,10000026,,2000-03-14,196.0,,,,,,,,,투수
2026,삼성,장찬희,우,우,10000027,,2007-10-05,186.0,,,,,,,,,투수
2026,삼성,김재윤,우,우,1146363,대한민국 서울특별시,1990-09-16,185.0,91.0,2015.0,2015년 특별우선지명(kt 위즈),서울도곡초등학교,휘문중학교,휘문고등학교,,서울도곡초등학교-휘문중학교-휘문고등학교,투수
2026,삼성,최지광,우,우,1744591,대한민국 부산광역시,1998-03-13,173.0,88.0,2017.0,2017년 2차 1라운드(삼성 라이온즈),부산 감천초등학교,부산대신중학교,부산고등학교,,부산 감천초등학교-부산대신중학교-부산고등학교,투수
2026,롯데,박세웅,우,우,967170,대한민국 경상북도 구미시,1995-11-30,182.0,85.0,2014.0,2014년 1차 지명(kt 위즈),대구경운초등학교,대구 경운중학교,경북고등학교,,대구경운초등학교-대구 경운중학교-경북고등학교,투수
2026,롯데,윤성빈,우,우,1940607,대한민국 경상남도 거제시,1999-02-26,197.0,90.0,2017.0,2017년 1차 지명(롯데 자이언츠),동일중앙초등학교,경남중학교,부산고등학교,,동일중앙초등학교-경남중학교-부산고등학교,투수
2026,롯데,박준우,우,우,4070581,경기도 부천시,2005-05-27,190.0,94.0,2024.0,2024년 4라운드(롯데 자이언츠),상동초등학교,부천중학교,유신고등학교,,상동초등학교-부천중학교-유신고등학교,투수
2026,롯데,이민석,우,우,3246699,대한민국 부산광역시,2003-12-10,189.0,95.0,2022.0,2022년 1차 지명(롯데 자이언츠),부산 수영초등학교,부산 대천중학교,개성고등학교,,부산 수영초등학교-부산 대천중학교-개성고등학교,투수
2026,NC,토다,우,우,10000028,,2000-07-22,170.0,,,,,,,,,투수
2026,NC,신영우,우,우,3892639,대한민국 부산광역시,2004-04-21,182.0,86.0,2023.0,2023년 한국프로야구 신인드래프트 1라운드 4순위 4번(NC 다이노스),과정초등학교,센텀중학교,경남고등학교,,과정초등학교-센텀중학교-경남고등학교,투수
2026,NC,원종해,우,우,10000029,,2005-04-09,183.0,,,,,,,,,투수
2026,KT,보쉴리,우,우,10000030,,1993-10-01,190.0,,,,,,,,,투수
2026,KT,주권,우,우,1106095,중화인민공화국 지린성,1995-05-31,181.0,82.0,2015.0,2015년 특별우선지명(kt 위즈),충북 우암초등학교,청주중학교,청주고등학교,,충북 우암초등학교-청주중학교-청주고등학교,투수
2026,한화,화이트,우,우,10000031,,1999-08-09,190.0,,,,,,,,,투수
2026,한화,엄상백,우,우,1113208,대한민국 서울특별시,1996-10-04,191.0,72.0,2015.0,2015년 1차 지명(kt 위즈),서울역삼초등학교,언북중학교,덕수고등학교,,서울역삼초등학교-언북중학교-덕수고등학교,투수
2026,KIA,양현종,좌,좌,239450,대한민국 광주광역시,1988-03-01,183.0,91.0,2007.0,2007년 2차 1라운드(KIA 타이거즈),광주학강초등학교,광주동성중학교,광주동성고등학교,,광주학강초등학교-광주동성중학교-광주동성고등학교,투수
2026,LG,송승기,좌,좌,3207349,대한민국 경기도 시흥시,2002-04-10,181.0,90.0,2021.0,2021년 2차 9라운드(LG 트윈스),경기 삼일초등학교,매향중학교,야탑고등학교,,경기 삼일초등학교-매향중학교-야탑고등학교,투수
2026,SSG,타케다,우,우,10000034,,1993-04-03,187.0,,,,,,,,,투수
2026,두산,최승용,좌,좌,2998539,대한민국 경기도 남양주시,2001-05-11,190.0,87.0,2021.0,2021년 2차 2라운드(두산 베어스),양오초등학교,모가중학교,소래고등학교,,양오초등학교-모가중학교-소래고등학교,투수
2026,삼성,양창섭,우,우,1883147,대한민국 서울특별시,1999-09-22,182.0,85.0,2018.0,2018년 2차 1라운드(삼성 라이온즈),서울녹천초등학교,서울 청량중학교,덕수고등학교,,서울녹천초등학교-서울 청량중학교-덕수고등학교,투수
